LREntryNo,LREntryDate,VehicleNo,Capacity,Vehicle_Type,Vehicle_Ownership_Type,CustomerName,From_Station,To_Station,NetWt_Tons,Freight_Revenue_INR,Fuel_Cost_INR,Driver_Allowance_INR,Toll_Charges_INR,Total_Trip_Cost_INR,Profit_Margin_INR,Profit_Margin_Percent,Actual_Distance_Km,Trip_Duration_Hours,Delay_Hours
LR-2025-080412,2025-07-15,HR-68-CA-6527,19,LCV,Attached,Essar Steel,Bhilai Steel Plant,Bengaluru,22.2,50081,48754,2940,3122,56923,-6842,-13.66,1648,46.9,1
LR-2025-080413,2025-09-09,HR-11-AC-1462,28,HCV,Market,Jindal Steel,Visakhapatnam Steel,Hyderabad,18.8,63569,50903,3542,3697,55471,8098,12.74,1505,55.0,0
LR-2025-080414,2025-12-11,GJ-84-AB-9466,25,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Ahmedabad,13.2,69105,47604,4001,2466,76010,-6905,-9.99,543,32.3,0
LR-2025-080415,2025-12-04,MH-71-CB-5080,16,Open,Attached,AM/NS India,Kolkata Steel Depot,Jaipur,17.6,41187,29575,5964,3343,46012,-4825,-11.71,559,32.9,0
LR-2025-080416,2025-08-19,MH-66-AB-2663,19,Trailer,Market,Lloyds Metals,Durgapur Steel,Lucknow,12.4,90725,19551,4594,3832,101174,-10449,-11.52,1881,60.5,0
LR-2025-080417,2025-09-20,HR-63-CB-1549,21,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Coimbatore,18.7,80426,45672,3074,2066,83087,-2661,-3.31,737,30.7,6
LR-2025-080418,2025-08-16,MH-27-AB-1395,19,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Surat,11.3,57438,30241,5522,2604,57829,-391,-0.68,2207,53.0,0
LR-2025-080419,2025-12-06,UP-84-CA-2898,28,HCV,Market,SRMB Steel,Visakhapatnam Steel,Indore,10.3,70527,31267,3403,3030,63246,7281,10.32,925,57.8,0
LR-2025-080420,2025-12-20,HR-77-BB-9692,16,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Mumbai,15.9,58370,26982,4108,2798,46182,12188,20.88,2347,60.9,0
LR-2025-080421,2025-10-30,HR-32-CA-9870,16,Open,Attached,JSW Steel,Kolkata Steel Depot,Delhi NCR,12.6,65113,26320,4888,2395,65680,-567,-0.87,658,42.8,8
LR-2025-080422,2025-10-21,TN-90-BC-4692,21,Trailer,Market,SAIL Bokaro,Durgapur Steel,Pune,18.0,38757,46303,2975,3112,40865,-2108,-5.44,1996,17.5,1
LR-2025-080423,2025-07-21,MH-26-CB-9348,25,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Chennai,23.1,58489,28307,3788,4253,56337,2152,3.68,2515,32.1,2
LR-2025-080424,2025-09-08,HR-81-AB-3384,32,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Bengaluru,10.3,62360,36178,4410,2950,66844,-4484,-7.19,2282,52.4,8
LR-2025-080425,2025-08-08,RJ-49-CB-9379,25,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Hyderabad,17.6,56379,26995,4722,3180,51746,4633,8.22,752,54.7,8
LR-2025-080426,2025-07-15,HR-42-BB-5444,21,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Ahmedabad,22.0,68913,32931,4082,3127,70900,-1987,-2.88,1360,47.7,0
LR-2025-080427,2025-09-29,TN-45-BB-7944,32,Open,Attached,Essar Steel,Kolkata Steel Depot,Jaipur,23.3,54076,27127,6085,4953,46492,7584,14.02,1588,26.6,1
LR-2025-080428,2025-10-02,MH-69-AC-2920,32,Trailer,Market,Jindal Steel,Durgapur Steel,Lucknow,24.7,80702,37101,5415,2811,84111,-3409,-4.22,1222,49.5,1
LR-2025-080429,2025-07-11,KA-57-BA-7416,25,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Coimbatore,24.6,56110,48086,5001,3198,47985,8125,14.48,979,30.3,0
LR-2025-080430,2025-08-05,TN-10-AB-4095,21,LCV,Attached,AM/NS India,Bhilai Steel Plant,Surat,29.0,42154,47803,5055,4190,53223,-11069,-26.26,1514,44.6,0
LR-2025-080431,2025-09-05,KA-86-AB-8804,25,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Indore,17.6,51412,25827,3372,2541,40436,10976,21.35,883,36.2,2
LR-2025-080432,2025-12-06,GJ-23-BB-3087,16,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Mumbai,28.9,37571,45739,3639,1963,29356,8215,21.87,2700,19.4,0
LR-2025-080433,2025-10-12,TN-40-BA-4611,28,Open,Attached,Shyam Steel,Kolkata Steel Depot,Delhi NCR,22.2,74918,35480,5063,3248,84970,-10052,-13.42,1348,24.5,0
LR-2025-080434,2025-11-10,TN-36-AA-3627,16,Trailer,Market,SRMB Steel,Durgapur Steel,Pune,21.5,54756,35676,6115,3791,63321,-8565,-15.64,890,21.4,3
LR-2025-080435,2025-07-20,UP-32-BA-5578,16,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Chennai,9.6,48481,38217,4582,4174,42947,5534,11.41,2836,63.6,0
LR-2025-080436,2025-12-03,TN-66-CB-3463,32,LCV,Attached,JSW Steel,Bhilai Steel Plant,Bengaluru,28.2,49216,42914,2894,4017,39973,9243,18.78,1492,27.5,1
LR-2025-080437,2025-08-11,RJ-51-AA-9176,28,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Hyderabad,22.4,62616,46979,5284,2641,73297,-10681,-17.06,1907,24.1,0
LR-2025-080438,2025-09-18,UP-61-BA-4570,21,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Ahmedabad,16.9,88849,35966,3818,4728,99817,-10968,-12.34,1570,66.3,0
LR-2025-080439,2025-12-17,MH-92-AB-8409,32,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Jaipur,26.3,91522,43484,5141,3213,91911,-389,-0.43,1852,37.3,0
LR-2025-080440,2025-09-06,HR-65-BB-6705,19,Trailer,Market,NMDC Ltd,Durgapur Steel,Lucknow,15.2,81459,35030,4760,2447,80772,687,0.84,1070,28.3,1
LR-2025-080441,2025-11-03,WB-58-BC-1786,19,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Coimbatore,11.4,67893,28404,3178,4320,72750,-4857,-7.15,2644,18.8,0
LR-2025-080442,2025-10-09,UP-65-BB-4047,19,LCV,Attached,Essar Steel,Bhilai Steel Plant,Surat,18.1,50721,28920,4932,2073,50498,223,0.44,1329,64.8,1
LR-2025-080443,2025-11-08,GJ-80-CB-7934,19,HCV,Market,Jindal Steel,Visakhapatnam Steel,Indore,14.5,71526,30804,5268,4718,78707,-7181,-10.04,695,19.8,0
LR-2025-080444,2025-08-09,HR-69-BC-3931,19,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Mumbai,20.7,87561,30242,3806,5023,102204,-14643,-16.72,415,34.2,0
LR-2025-080445,2025-12-18,WB-60-AC-3736,16,Open,Attached,AM/NS India,Kolkata Steel Depot,Delhi NCR,19.4,51847,26669,3790,4294,53241,-1394,-2.69,1884,48.1,0
LR-2025-080446,2025-11-25,MH-30-AA-2098,25,Trailer,Market,Lloyds Metals,Durgapur Steel,Pune,12.4,50108,36822,4687,3966,49936,172,0.34,2386,53.9,0
LR-2025-080447,2025-08-11,KA-92-BC-7638,21,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Chennai,20.5,69485,44717,3483,3860,79049,-9564,-13.76,2426,23.1,0
LR-2025-080448,2025-09-20,GJ-24-CA-7268,25,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Bengaluru,15.8,38811,19564,4088,3795,41601,-2790,-7.19,1193,58.0,0
LR-2025-080449,2025-11-16,KA-85-AC-5947,25,HCV,Market,SRMB Steel,Visakhapatnam Steel,Hyderabad,14.6,84795,19073,3730,3598,92596,-7801,-9.2,1415,43.3,0
LR-2025-080450,2025-11-01,KA-26-CA-1841,19,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Ahmedabad,29.4,64487,24637,4010,3332,61470,3017,4.68,597,35.6,4
LR-2025-080451,2025-12-04,GJ-55-CB-1663,25,Open,Attached,JSW Steel,Kolkata Steel Depot,Jaipur,10.9,76823,39722,3592,3071,93225,-16402,-21.35,2455,25.3,12
LR-2025-080452,2025-08-02,GJ-17-AA-9347,19,Trailer,Market,SAIL Bokaro,Durgapur Steel,Lucknow,22.7,43564,42331,2898,3636,49970,-6406,-14.7,2032,34.7,1
LR-2025-080453,2025-10-12,RJ-16-AB-8182,25,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Coimbatore,18.6,56736,51683,2948,4529,61463,-4727,-8.33,2624,56.8,0
LR-2025-080454,2025-11-14,TN-52-CB-5376,19,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Surat,12.5,38409,30866,3181,4326,49136,-10727,-27.93,1952,31.4,0
LR-2025-080455,2025-11-19,MH-63-BA-7841,19,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Indore,18.5,36884,34721,3662,1802,33842,3042,8.25,651,25.1,0
LR-2025-080456,2025-12-07,MH-69-AC-9085,16,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Mumbai,11.2,81660,48120,6124,3203,82557,-897,-1.1,1904,63.6,6
LR-2025-080457,2025-08-05,RJ-90-BC-9629,19,Open,Attached,Essar Steel,Kolkata Steel Depot,Delhi NCR,23.5,50913,36282,6102,4232,53971,-3058,-6.01,1384,28.7,0
LR-2025-080458,2025-08-15,GJ-73-CA-1840,28,Trailer,Market,Jindal Steel,Durgapur Steel,Pune,15.8,65679,34884,3236,5175,59212,6467,9.85,986,47.1,3
LR-2025-080459,2025-10-21,KA-29-AB-9883,28,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Chennai,17.1,48349,44204,4517,4120,58889,-10540,-21.8,1736,32.7,0
LR-2025-080460,2025-07-07,HR-50-AA-8137,25,LCV,Attached,AM/NS India,Bhilai Steel Plant,Bengaluru,26.6,74832,28095,4496,3738,75596,-764,-1.02,505,34.7,0
LR-2025-080461,2025-08-20,TN-85-BA-7640,25,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Hyderabad,27.3,54185,36773,3796,4300,47821,6364,11.74,1055,34.8,1
LR-2025-080462,2025-12-02,HR-20-AB-1139,19,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Ahmedabad,20.8,72892,50286,3178,5050,69682,3210,4.4,1002,71.5,0
LR-2025-080463,2025-10-10,RJ-96-BC-2433,16,Open,Attached,Shyam Steel,Kolkata Steel Depot,Jaipur,13.0,45637,38300,4152,2209,35460,10177,22.3,539,71.8,0
LR-2025-080464,2025-11-04,UP-60-CB-2761,21,Trailer,Market,SRMB Steel,Durgapur Steel,Lucknow,22.0,36589,22697,5309,2965,39497,-2908,-7.95,947,19.6,1
LR-2025-080465,2025-08-14,HR-73-BA-5648,16,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Coimbatore,17.8,51038,40194,5523,2466,42966,8072,15.82,2316,61.4,0
LR-2025-080466,2025-07-09,TN-63-BA-6067,32,LCV,Attached,JSW Steel,Bhilai Steel Plant,Surat,16.4,67349,33773,4689,2409,61916,5433,8.07,1015,18.1,0
LR-2025-080467,2025-11-26,KA-26-AC-2203,21,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Indore,25.7,91353,38968,5172,2779,75020,16333,17.88,2352,40.4,0
LR-2025-080468,2025-08-04,GJ-36-CB-1554,21,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Mumbai,12.8,76225,30549,4213,2070,84419,-8194,-10.75,580,17.8,3
LR-2025-080469,2025-08-18,KA-94-CA-6301,25,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Delhi NCR,12.3,50526,39424,5852,4697,48635,1891,3.74,2109,52.9,6
LR-2025-080470,2025-11-06,WB-31-BB-7812,16,Trailer,Market,NMDC Ltd,Durgapur Steel,Pune,19.7,83251,39925,3406,1972,87798,-4547,-5.46,954,29.4,1
LR-2025-080471,2025-11-07,TN-14-AA-6910,32,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Chennai,16.7,52209,42446,4181,1811,64311,-12102,-23.18,808,43.0,3
LR-2025-080472,2025-11-16,RJ-97-BB-9697,25,LCV,Attached,Essar Steel,Bhilai Steel Plant,Bengaluru,28.2,66838,30888,4581,4952,57808,9030,13.51,541,41.5,1
LR-2025-080473,2025-08-29,WB-46-BC-1293,25,HCV,Market,Jindal Steel,Visakhapatnam Steel,Hyderabad,21.9,69856,22115,4743,5197,63632,6224,8.91,2089,68.0,4
LR-2025-080474,2025-10-04,MH-67-BB-5919,32,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Ahmedabad,27.4,73895,33038,5537,4173,78136,-4241,-5.74,1420,38.1,0
LR-2025-080475,2025-08-30,MH-60-AA-8045,16,Open,Attached,AM/NS India,Kolkata Steel Depot,Jaipur,29.6,49022,35932,4992,5135,38290,10732,21.89,2618,68.6,0
LR-2025-080476,2025-07-13,GJ-86-AA-9136,28,Trailer,Market,Lloyds Metals,Durgapur Steel,Lucknow,14.0,90921,36845,5993,2274,114138,-23217,-25.54,1341,67.8,0
LR-2025-080477,2025-08-06,MH-11-CA-2305,21,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Coimbatore,23.1,81560,49448,2884,2207,75921,5639,6.91,911,68.1,2
LR-2025-080478,2025-10-19,TN-30-CA-4343,32,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Surat,12.9,45077,24396,5933,2982,49669,-4592,-10.19,1647,71.9,1
LR-2025-080479,2025-11-14,HR-10-BA-2081,21,HCV,Market,SRMB Steel,Visakhapatnam Steel,Indore,29.8,75878,25429,5933,3648,60374,15504,20.43,1762,22.8,2
LR-2025-080480,2025-08-15,HR-71-BB-2364,21,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Mumbai,26.1,85087,41149,3522,3388,88319,-3232,-3.8,1155,46.5,0
LR-2025-080481,2025-07-18,HR-18-AC-3388,21,Open,Attached,JSW Steel,Kolkata Steel Depot,Delhi NCR,12.9,35194,30725,4760,4901,43418,-8224,-23.37,1819,17.7,3
LR-2025-080482,2025-11-27,TN-37-AC-4115,28,Trailer,Market,SAIL Bokaro,Durgapur Steel,Pune,22.9,85948,22384,5850,2728,99142,-13194,-15.35,2404,47.2,0
LR-2025-080483,2025-11-03,WB-14-CB-4081,16,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Chennai,21.5,55116,19122,5522,3325,60303,-5187,-9.41,1767,39.3,3
LR-2025-080484,2025-12-02,UP-22-AB-3224,25,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Bengaluru,19.9,54654,40328,3290,4359,66035,-11381,-20.82,513,60.0,1
LR-2025-080485,2025-09-06,GJ-14-AB-1899,21,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Hyderabad,23.5,50124,26973,5650,2857,46228,3896,7.77,1934,72.0,0
LR-2025-080486,2025-12-04,RJ-19-CB-6052,32,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Ahmedabad,15.8,89688,19489,2907,2967,87379,2309,2.57,1722,26.3,0
LR-2025-080487,2025-07-22,HR-56-AB-2559,21,Open,Attached,Essar Steel,Kolkata Steel Depot,Jaipur,25.6,43006,38860,3306,2548,53514,-10508,-24.43,2740,27.9,2
LR-2025-080488,2025-10-05,HR-80-BB-5874,16,Trailer,Market,Jindal Steel,Durgapur Steel,Lucknow,28.3,49172,20669,4077,3521,38626,10546,21.45,760,52.8,0
LR-2025-080489,2025-11-29,WB-23-CB-1696,25,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Coimbatore,26.5,37411,44606,5019,2237,31095,6316,16.88,1462,24.9,6
LR-2025-080490,2025-09-29,UP-33-AB-1275,25,LCV,Attached,AM/NS India,Bhilai Steel Plant,Surat,14.1,86042,26300,3493,4822,76469,9573,11.13,2467,29.4,0
LR-2025-080491,2025-10-15,MH-73-BA-1972,25,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Indore,13.9,78656,43456,3588,5179,81169,-2513,-3.19,2541,32.4,0
LR-2025-080492,2025-07-28,GJ-44-BA-3042,32,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Mumbai,18.3,72716,50615,2805,2269,70826,1890,2.6,2041,49.1,2
LR-2025-080493,2025-11-06,HR-95-BA-3170,32,Open,Attached,Shyam Steel,Kolkata Steel Depot,Delhi NCR,10.3,79305,34383,5851,1990,65558,13747,17.33,675,54.3,0
LR-2025-080494,2025-11-25,WB-93-BA-2814,32,Trailer,Market,SRMB Steel,Durgapur Steel,Pune,9.8,48295,25009,4198,2645,43649,4646,9.62,2211,24.1,2
LR-2025-080495,2025-09-20,RJ-62-CA-9501,32,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Chennai,15.3,85484,31208,5401,2397,70446,15038,17.59,1226,37.8,0
LR-2025-080496,2025-07-07,MH-72-CB-5487,25,LCV,Attached,JSW Steel,Bhilai Steel Plant,Bengaluru,10.5,77637,18200,4574,3698,93647,-16010,-20.62,1029,19.4,4
LR-2025-080497,2025-08-11,GJ-36-CA-2809,21,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Hyderabad,12.5,37905,36306,3525,3545,43558,-5653,-14.91,436,42.5,2
LR-2025-080498,2025-09-25,GJ-92-BA-8362,19,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Ahmedabad,24.0,38279,36062,4753,3399,40766,-2487,-6.5,1484,25.0,0
LR-2025-080499,2025-10-24,KA-59-BA-9350,32,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Jaipur,29.1,42748,25197,3896,4754,32870,9878,23.11,1898,45.2,1
LR-2025-080500,2025-08-13,GJ-61-AA-2031,28,Trailer,Market,NMDC Ltd,Durgapur Steel,Lucknow,29.6,51813,25020,3788,2958,62603,-10790,-20.82,1412,61.3,2
LR-2025-080501,2025-07-19,UP-90-CB-9656,16,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Coimbatore,12.6,77807,19282,4140,4947,96816,-19009,-24.43,2648,39.5,0
LR-2025-080502,2025-11-26,GJ-64-BB-5455,28,LCV,Attached,Essar Steel,Bhilai Steel Plant,Surat,13.7,65524,44342,5543,4264,56389,9135,13.94,2695,47.6,0
LR-2025-080503,2025-10-22,RJ-15-BC-6847,25,HCV,Market,Jindal Steel,Visakhapatnam Steel,Indore,25.4,64923,39851,4819,2732,70429,-5506,-8.48,2144,69.6,0
LR-2025-080504,2025-11-18,MH-62-AA-4358,25,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Mumbai,18.2,38998,22758,3220,4589,31731,7267,18.63,2626,40.7,0
LR-2025-080505,2025-09-20,HR-14-BB-1191,28,Open,Attached,AM/NS India,Kolkata Steel Depot,Delhi NCR,18.1,82367,36377,5433,4211,71788,10579,12.84,2222,66.0,0
LR-2025-080506,2025-11-30,GJ-86-BA-1723,25,Trailer,Market,Lloyds Metals,Durgapur Steel,Pune,24.0,49512,28946,5492,4902,53380,-3868,-7.81,406,67.9,0
LR-2025-080507,2025-09-30,HR-21-BA-5549,16,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Chennai,18.5,48179,40869,4261,4885,56551,-8372,-17.38,2232,47.2,0
LR-2025-080508,2025-07-16,WB-95-BB-4154,19,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Bengaluru,26.8,82424,33349,5820,1985,66822,15602,18.93,1114,27.0,0
LR-2025-080509,2025-12-08,KA-38-AC-1515,16,HCV,Market,SRMB Steel,Visakhapatnam Steel,Hyderabad,24.7,42691,31380,4301,4368,38994,3697,8.66,1607,62.7,0
LR-2025-080510,2025-11-13,KA-58-AA-3807,21,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Ahmedabad,10.2,79083,29475,5603,3521,62705,16378,20.71,824,20.8,0
LR-2025-080511,2025-11-26,TN-39-AC-5360,32,Open,Attached,JSW Steel,Kolkata Steel Depot,Jaipur,20.4,38798,39630,4655,2444,32588,6210,16.01,2814,45.8,0
LR-2025-080512,2025-07-20,KA-45-BC-5263,28,Trailer,Market,SAIL Bokaro,Durgapur Steel,Lucknow,14.0,63429,19312,3603,3462,62220,1209,1.91,1590,37.0,0
LR-2025-080513,2025-11-24,UP-16-BA-9741,16,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Coimbatore,21.3,39965,43860,5460,4178,48552,-8587,-21.49,933,19.0,0
LR-2025-080514,2025-11-21,MH-16-AB-4956,28,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Surat,21.1,91396,40224,4950,4001,80477,10919,11.95,763,30.5,0
LR-2025-080515,2025-12-12,TN-72-BA-3289,19,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Indore,24.2,42924,23857,4921,2405,51106,-8182,-19.06,2191,20.0,2
LR-2025-080516,2025-10-02,KA-31-BB-6532,16,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Mumbai,10.2,69830,18755,5995,1911,55981,13849,19.83,479,64.3,2
LR-2025-080517,2025-07-13,HR-20-BA-8877,16,Open,Attached,Essar Steel,Kolkata Steel Depot,Delhi NCR,18.7,39481,42349,3034,5025,36626,2855,7.23,485,56.3,8
LR-2025-080518,2025-11-24,GJ-47-BB-3609,16,Trailer,Market,Jindal Steel,Durgapur Steel,Pune,21.0,54502,27695,5259,4536,52164,2338,4.29,2740,46.2,0
LR-2025-080519,2025-12-04,UP-32-BB-9215,28,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Chennai,26.1,68224,38585,4354,3720,84143,-15919,-23.33,545,44.4,0
LR-2025-080520,2025-12-23,GJ-41-CA-6658,32,LCV,Attached,AM/NS India,Bhilai Steel Plant,Bengaluru,16.7,36893,41689,5765,3913,39534,-2641,-7.16,1506,45.7,0
LR-2025-080521,2025-09-09,UP-44-BA-6269,21,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Hyderabad,23.4,70896,41999,4070,5165,58413,12483,17.61,1077,60.0,0
LR-2025-080522,2025-12-13,KA-16-CA-4406,19,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Ahmedabad,18.1,36744,48148,5331,3254,38483,-1739,-4.73,449,59.3,2
LR-2025-080523,2025-11-06,UP-18-AA-5387,16,Open,Attached,Shyam Steel,Kolkata Steel Depot,Jaipur,29.0,90109,43668,3835,3965,111809,-21700,-24.08,888,65.9,4
LR-2025-080524,2025-07-16,GJ-92-AC-9969,25,Trailer,Market,SRMB Steel,Durgapur Steel,Lucknow,20.0,82398,34319,4912,2594,62836,19562,23.74,1928,56.2,0
LR-2025-080525,2025-10-16,MH-29-AB-3318,32,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Coimbatore,17.9,76450,37343,5773,2499,60653,15797,20.66,2516,48.0,1
LR-2025-080526,2025-10-08,UP-12-BA-7877,32,LCV,Attached,JSW Steel,Bhilai Steel Plant,Surat,12.2,81877,46238,3676,2226,75319,6558,8.01,1648,69.8,0
LR-2025-080527,2025-09-15,GJ-90-CA-3566,21,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Indore,29.4,64275,42488,5903,2990,78042,-13767,-21.42,553,26.4,2
LR-2025-080528,2025-09-27,UP-47-BA-1381,32,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Mumbai,11.3,81259,42724,4060,3484,90310,-9051,-11.14,1526,64.3,0
LR-2025-080529,2025-12-18,MH-23-BC-4955,28,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Delhi NCR,24.1,87393,51996,3530,2928,90520,-3127,-3.58,1738,56.6,0
LR-2025-080530,2025-12-08,RJ-14-BB-1942,21,Trailer,Market,NMDC Ltd,Durgapur Steel,Pune,14.5,73983,32164,3655,4933,88226,-14243,-19.25,1834,26.9,0
LR-2025-080531,2025-11-22,TN-38-AC-2674,16,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Chennai,11.5,72477,47802,4955,3710,66957,5520,7.62,886,46.5,1
LR-2025-080532,2025-11-30,MH-73-BA-3207,25,LCV,Attached,Essar Steel,Bhilai Steel Plant,Bengaluru,23.0,47016,32792,2960,3465,41627,5389,11.46,522,56.5,6
LR-2025-080533,2025-08-16,KA-51-CA-2561,25,HCV,Market,Jindal Steel,Visakhapatnam Steel,Hyderabad,29.7,83154,44686,5990,4063,89655,-6501,-7.82,2528,65.9,0
LR-2025-080534,2025-12-17,WB-85-AB-6481,25,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Ahmedabad,11.9,46112,26382,5246,3945,40049,6063,13.15,433,29.7,0
LR-2025-080535,2025-08-18,GJ-46-AB-7807,16,Open,Attached,AM/NS India,Kolkata Steel Depot,Jaipur,28.0,64950,32005,4404,3306,70870,-5920,-9.11,1796,23.5,0
LR-2025-080536,2025-11-22,GJ-23-BB-4700,19,Trailer,Market,Lloyds Metals,Durgapur Steel,Lucknow,17.8,54396,49283,4204,1908,58417,-4021,-7.39,2782,23.8,12
LR-2025-080537,2025-11-13,MH-87-AC-2204,19,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Coimbatore,19.0,46760,39967,4183,3513,39686,7074,15.13,694,21.2,6
LR-2025-080538,2025-10-09,UP-76-CA-1702,21,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Surat,22.7,79574,40117,3773,3816,91345,-11771,-14.79,1999,40.0,6
LR-2025-080539,2025-11-29,HR-26-CA-1294,16,HCV,Market,SRMB Steel,Visakhapatnam Steel,Indore,29.3,82742,21629,4930,2632,64879,17863,21.59,1859,37.9,4
LR-2025-080540,2025-12-17,TN-29-CB-2190,21,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Mumbai,29.2,39792,31949,3209,2518,47171,-7379,-18.54,1275,30.2,0
LR-2025-080541,2025-08-15,UP-65-AB-8952,32,Open,Attached,JSW Steel,Kolkata Steel Depot,Delhi NCR,27.3,37411,45818,5925,4099,44334,-6923,-18.51,964,50.8,8
LR-2025-080542,2025-12-13,HR-40-BB-1081,28,Trailer,Market,SAIL Bokaro,Durgapur Steel,Pune,30.2,88486,30718,4203,3022,79387,9099,10.28,1352,42.7,1
LR-2025-080543,2025-08-10,UP-62-AA-4472,19,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Chennai,23.0,70063,26135,3018,2219,80086,-10023,-14.31,1897,41.3,1
LR-2025-080544,2025-08-16,RJ-82-AB-5740,21,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Bengaluru,21.6,73693,19033,5727,3655,87516,-13823,-18.76,1425,48.6,0
LR-2025-080545,2025-07-30,TN-89-CA-5856,28,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Hyderabad,23.0,83559,47897,3167,3938,89482,-5923,-7.09,1590,24.1,2
LR-2025-080546,2025-07-31,MH-28-BC-2686,21,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Ahmedabad,9.9,71963,50796,4068,4132,69065,2898,4.03,1176,69.4,4
LR-2025-080547,2025-10-27,GJ-28-CA-7622,28,Open,Attached,Essar Steel,Kolkata Steel Depot,Jaipur,21.3,41101,21589,4470,4348,35190,5911,14.38,474,71.4,0
LR-2025-080548,2025-08-28,TN-13-CB-3849,32,Trailer,Market,Jindal Steel,Durgapur Steel,Lucknow,14.0,60082,32949,4929,4285,65665,-5583,-9.29,1282,34.2,1
LR-2025-080549,2025-08-12,UP-94-AA-5664,16,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Coimbatore,28.3,57711,44704,5518,2282,63372,-5661,-9.81,963,66.5,0
