DO_Number,Customer_Name,Destination,Weight_Tons,Recommended_Vehicle,Vehicle_ID,Vehicle_Type,Predicted_Profit_INR,Confidence_Score,Expected_Revenue,Estimated_Cost,Route,Distance_Km,ETA,Capacity_Utilization_%,Reasoning
DO-2026-01-100706,JSW Steel,"Hyderabad, Telangana",34.7,HIRE MARKET TRUCK,MARKET,Market,7563.6,Medium,63030,55466.4,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100707,SAIL Bokaro,"Hyderabad, Telangana",81.4,HIRE MARKET TRUCK,MARKET,Market,5589.0,Medium,46575,40986.0,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100708,Hindalco Industries,"Ahmedabad, Gujarat",92.0,HIRE MARKET TRUCK,MARKET,Market,7187.76,Medium,59898,52710.24,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100709,Vedanta Resources,"Ahmedabad, Gujarat",105.3,HIRE MARKET TRUCK,MARKET,Market,7037.76,Medium,58648,51610.24,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100710,NMDC Ltd,"Jaipur, Rajasthan",14.2,HIRE MARKET TRUCK,MARKET,Market,6237.24,Medium,51977,45739.76,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100711,Rashtriya Ispat Nigam,"Jaipur, Rajasthan",63.1,HIRE MARKET TRUCK,MARKET,Market,6753.0,Medium,56275,49522.0,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100712,Essar Steel,"Lucknow, Uttar Pradesh",99.3,HIRE MARKET TRUCK,MARKET,Market,6172.44,Medium,51437,45264.56,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100713,Jindal Steel,"Lucknow, Uttar Pradesh",110.0,HIRE MARKET TRUCK,MARKET,Market,9145.68,Medium,76214,67068.32,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100714,Bhushan Steel,"Coimbatore, Tamil Nadu",24.2,HIRE MARKET TRUCK,MARKET,Market,5218.32,Medium,43486,38267.68,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100715,AM/NS India,"Coimbatore, Tamil Nadu",113.3,HIRE MARKET TRUCK,MARKET,Market,7602.96,Medium,63358,55755.04,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100716,Lloyds Metals,"Surat, Gujarat",93.4,HIRE MARKET TRUCK,MARKET,Market,6019.44,Medium,50162,44142.56,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100717,APL Apollo,"Surat, Gujarat",34.4,HIRE MARKET TRUCK,MARKET,Market,8022.96,Medium,66858,58835.04,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100718,Shyam Steel,"Indore, Madhya Pradesh",45.9,HIRE MARKET TRUCK,MARKET,Market,4470.48,Medium,37254,32783.52,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100719,SRMB Steel,"Indore, Madhya Pradesh",3.1,HIRE MARKET TRUCK,MARKET,Market,5023.56,Medium,41863,36839.44,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100721,JSW Steel,"Mumbai, Maharashtra",7.4,HIRE MARKET TRUCK,MARKET,Market,6481.44,Medium,54012,47530.56,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100722,SAIL Bokaro,Delhi NCR,262.3,HIRE MARKET TRUCK,MARKET,Market,6231.36,Medium,51928,45696.64,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100723,Hindalco Industries,Delhi NCR,51.7,HIRE MARKET TRUCK,MARKET,Market,4212.12,Medium,35101,30888.88,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100724,Vedanta Resources,"Pune, Maharashtra",83.1,HIRE MARKET TRUCK,MARKET,Market,5219.04,Medium,43492,38272.96,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100726,Rashtriya Ispat Nigam,"Chennai, Tamil Nadu",30.9,HIRE MARKET TRUCK,MARKET,Market,8085.6,Medium,67380,59294.4,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100727,Essar Steel,"Chennai, Tamil Nadu",12.4,HIRE MARKET TRUCK,MARKET,Market,5067.24,Medium,42227,37159.76,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100728,Jindal Steel,"Bengaluru, Karnataka",79.7,HIRE MARKET TRUCK,MARKET,Market,8351.88,Medium,69599,61247.12,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100729,Bhushan Steel,"Bengaluru, Karnataka",34.3,HIRE MARKET TRUCK,MARKET,Market,8172.84,Medium,68107,59934.16,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100730,AM/NS India,"Hyderabad, Telangana",98.3,HIRE MARKET TRUCK,MARKET,Market,4272.72,Medium,35606,31333.28,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100731,Lloyds Metals,"Hyderabad, Telangana",91.4,HIRE MARKET TRUCK,MARKET,Market,8074.2,Medium,67285,59210.8,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100732,APL Apollo,"Ahmedabad, Gujarat",43.3,HIRE MARKET TRUCK,MARKET,Market,7863.0,Medium,65525,57662.0,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100733,Shyam Steel,"Ahmedabad, Gujarat",16.7,HIRE MARKET TRUCK,MARKET,Market,3935.76,Medium,32798,28862.24,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100734,SRMB Steel,"Jaipur, Rajasthan",36.4,HIRE MARKET TRUCK,MARKET,Market,7108.44,Medium,59237,52128.56,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100735,Tata Steel Ltd,"Jaipur, Rajasthan",330.7,HIRE MARKET TRUCK,MARKET,Market,4969.56,Medium,41413,36443.44,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100736,JSW Steel,"Lucknow, Uttar Pradesh",20.9,HIRE MARKET TRUCK,MARKET,Market,7060.08,Medium,58834,51773.92,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100737,SAIL Bokaro,"Lucknow, Uttar Pradesh",44.5,HIRE MARKET TRUCK,MARKET,Market,6842.28,Medium,57019,50176.72,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100738,Hindalco Industries,"Coimbatore, Tamil Nadu",136.1,HIRE MARKET TRUCK,MARKET,Market,7484.64,Medium,62372,54887.36,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100739,Vedanta Resources,"Coimbatore, Tamil Nadu",9.2,HIRE MARKET TRUCK,MARKET,Market,6102.36,Medium,50853,44750.64,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100740,NMDC Ltd,"Surat, Gujarat",7.6,HIRE MARKET TRUCK,MARKET,Market,6684.96,Medium,55708,49023.04,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100741,Rashtriya Ispat Nigam,"Surat, Gujarat",45.7,HIRE MARKET TRUCK,MARKET,Market,8364.0,Medium,69700,61336.0,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100742,Essar Steel,"Indore, Madhya Pradesh",22.7,HIRE MARKET TRUCK,MARKET,Market,5124.24,Medium,42702,37577.76,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100743,Jindal Steel,"Indore, Madhya Pradesh",59.9,HIRE MARKET TRUCK,MARKET,Market,8004.96,Medium,66708,58703.04,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100744,Bhushan Steel,"Mumbai, Maharashtra",60.9,HIRE MARKET TRUCK,MARKET,Market,6326.76,Medium,52723,46396.24,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100745,AM/NS India,"Mumbai, Maharashtra",14.0,HIRE MARKET TRUCK,MARKET,Market,7914.96,Medium,65958,58043.04,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100746,Lloyds Metals,Delhi NCR,14.8,HIRE MARKET TRUCK,MARKET,Market,7798.68,Medium,64989,57190.32,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100747,APL Apollo,Delhi NCR,62.5,HIRE MARKET TRUCK,MARKET,Market,4440.72,Medium,37006,32565.28,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100748,Shyam Steel,"Pune, Maharashtra",25.8,HIRE MARKET TRUCK,MARKET,Market,7953.96,Medium,66283,58329.04,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100749,SRMB Steel,"Pune, Maharashtra",8.8,HIRE MARKET TRUCK,MARKET,Market,9299.64,Medium,77497,68197.36,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100751,JSW Steel,"Chennai, Tamil Nadu",38.9,HIRE MARKET TRUCK,MARKET,Market,4775.16,Medium,39793,35017.84,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100752,SAIL Bokaro,"Bengaluru, Karnataka",3.7,HIRE MARKET TRUCK,MARKET,Market,8461.08,Medium,70509,62047.92,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100753,Hindalco Industries,"Bengaluru, Karnataka",13.1,HIRE MARKET TRUCK,MARKET,Market,5102.64,Medium,42522,37419.36,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100754,Vedanta Resources,"Hyderabad, Telangana",65.8,HIRE MARKET TRUCK,MARKET,Market,5346.36,Medium,44553,39206.64,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100755,NMDC Ltd,"Hyderabad, Telangana",59.6,HIRE MARKET TRUCK,MARKET,Market,9330.24,Medium,77752,68421.76,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100756,Rashtriya Ispat Nigam,"Ahmedabad, Gujarat",82.4,HIRE MARKET TRUCK,MARKET,Market,5629.44,Medium,46912,41282.56,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100757,Essar Steel,"Ahmedabad, Gujarat",18.3,HIRE MARKET TRUCK,MARKET,Market,6680.88,Medium,55674,48993.12,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100758,Jindal Steel,"Jaipur, Rajasthan",13.8,HIRE MARKET TRUCK,MARKET,Market,8561.64,Medium,71347,62785.36,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100759,Bhushan Steel,"Jaipur, Rajasthan",53.3,HIRE MARKET TRUCK,MARKET,Market,4387.32,Medium,36561,32173.68,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100760,AM/NS India,"Lucknow, Uttar Pradesh",2.6,HIRE MARKET TRUCK,MARKET,Market,7950.36,Medium,66253,58302.64,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100762,APL Apollo,"Coimbatore, Tamil Nadu",22.7,HIRE MARKET TRUCK,MARKET,Market,8416.32,Medium,70136,61719.68,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100763,Shyam Steel,"Coimbatore, Tamil Nadu",85.5,HIRE MARKET TRUCK,MARKET,Market,6033.24,Medium,50277,44243.76,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100764,SRMB Steel,"Surat, Gujarat",9.9,HIRE MARKET TRUCK,MARKET,Market,4073.64,Medium,33947,29873.36,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100765,Tata Steel Ltd,"Surat, Gujarat",93.5,HIRE MARKET TRUCK,MARKET,Market,6411.24,Medium,53427,47015.76,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100766,JSW Steel,"Indore, Madhya Pradesh",43.3,HIRE MARKET TRUCK,MARKET,Market,6148.56,Medium,51238,45089.44,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100767,SAIL Bokaro,"Indore, Madhya Pradesh",178.7,HIRE MARKET TRUCK,MARKET,Market,4088.4,Medium,34070,29981.6,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100768,Hindalco Industries,"Mumbai, Maharashtra",77.8,HIRE MARKET TRUCK,MARKET,Market,4098.36,Medium,34153,30054.64,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100769,Vedanta Resources,"Mumbai, Maharashtra",226.6,HIRE MARKET TRUCK,MARKET,Market,6899.76,Medium,57498,50598.24,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100770,NMDC Ltd,Delhi NCR,315.2,HIRE MARKET TRUCK,MARKET,Market,8261.64,Medium,68847,60585.36,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100771,Rashtriya Ispat Nigam,Delhi NCR,128.8,HIRE MARKET TRUCK,MARKET,Market,6076.8,Medium,50640,44563.2,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100772,Essar Steel,"Pune, Maharashtra",114.3,HIRE MARKET TRUCK,MARKET,Market,8756.4,Medium,72970,64213.6,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100773,Jindal Steel,"Pune, Maharashtra",73.1,HIRE MARKET TRUCK,MARKET,Market,5760.6,Medium,48005,42244.4,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100774,Bhushan Steel,"Chennai, Tamil Nadu",9.2,HIRE MARKET TRUCK,MARKET,Market,5175.12,Medium,43126,37950.88,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100775,AM/NS India,"Chennai, Tamil Nadu",246.1,HIRE MARKET TRUCK,MARKET,Market,5936.76,Medium,49473,43536.24,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100777,APL Apollo,"Bengaluru, Karnataka",26.8,HIRE MARKET TRUCK,MARKET,Market,6697.32,Medium,55811,49113.68,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100778,Shyam Steel,"Hyderabad, Telangana",88.7,HIRE MARKET TRUCK,MARKET,Market,6178.2,Medium,51485,45306.8,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100779,SRMB Steel,"Hyderabad, Telangana",245.4,HIRE MARKET TRUCK,MARKET,Market,4368.96,Medium,36408,32039.04,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100780,Tata Steel Ltd,"Ahmedabad, Gujarat",67.3,HIRE MARKET TRUCK,MARKET,Market,9057.6,Medium,75480,66422.4,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100781,JSW Steel,"Ahmedabad, Gujarat",154.3,HIRE MARKET TRUCK,MARKET,Market,8777.52,Medium,73146,64368.48,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100782,SAIL Bokaro,"Jaipur, Rajasthan",116.7,HIRE MARKET TRUCK,MARKET,Market,8671.92,Medium,72266,63594.08,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100783,Hindalco Industries,"Jaipur, Rajasthan",21.4,HIRE MARKET TRUCK,MARKET,Market,9229.44,Medium,76912,67682.56,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100784,Vedanta Resources,"Lucknow, Uttar Pradesh",27.8,HIRE MARKET TRUCK,MARKET,Market,6097.32,Medium,50811,44713.68,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100785,NMDC Ltd,"Lucknow, Uttar Pradesh",13.9,HIRE MARKET TRUCK,MARKET,Market,6282.12,Medium,52351,46068.88,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100787,Essar Steel,"Coimbatore, Tamil Nadu",78.3,HIRE MARKET TRUCK,MARKET,Market,4500.0,Medium,37500,33000.0,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100788,Jindal Steel,"Surat, Gujarat",83.9,HIRE MARKET TRUCK,MARKET,Market,4945.32,Medium,41211,36265.68,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100789,Bhushan Steel,"Surat, Gujarat",97.0,HIRE MARKET TRUCK,MARKET,Market,4549.68,Medium,37914,33364.32,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100790,AM/NS India,"Indore, Madhya Pradesh",50.0,HIRE MARKET TRUCK,MARKET,Market,4974.6,Medium,41455,36480.4,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100791,Lloyds Metals,"Indore, Madhya Pradesh",29.3,HIRE MARKET TRUCK,MARKET,Market,6786.72,Medium,56556,49769.28,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100792,APL Apollo,"Mumbai, Maharashtra",45.5,HIRE MARKET TRUCK,MARKET,Market,6732.0,Medium,56100,49368.0,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100793,Shyam Steel,"Mumbai, Maharashtra",52.0,HIRE MARKET TRUCK,MARKET,Market,6865.32,Medium,57211,50345.68,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100794,SRMB Steel,Delhi NCR,289.4,HIRE MARKET TRUCK,MARKET,Market,7319.16,Medium,60993,53673.84,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100797,SAIL Bokaro,"Pune, Maharashtra",107.8,HIRE MARKET TRUCK,MARKET,Market,7149.84,Medium,59582,52432.16,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100798,Hindalco Industries,"Chennai, Tamil Nadu",23.0,HIRE MARKET TRUCK,MARKET,Market,3864.12,Medium,32201,28336.88,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100799,Vedanta Resources,"Chennai, Tamil Nadu",19.4,HIRE MARKET TRUCK,MARKET,Market,8945.28,Medium,74544,65598.72,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100800,NMDC Ltd,"Bengaluru, Karnataka",266.3,HIRE MARKET TRUCK,MARKET,Market,5204.28,Medium,43369,38164.72,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100801,Rashtriya Ispat Nigam,"Bengaluru, Karnataka",21.1,HIRE MARKET TRUCK,MARKET,Market,8325.72,Medium,69381,61055.28,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100802,Essar Steel,"Hyderabad, Telangana",32.8,HIRE MARKET TRUCK,MARKET,Market,5898.72,Medium,49156,43257.28,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100803,Jindal Steel,"Hyderabad, Telangana",19.5,HIRE MARKET TRUCK,MARKET,Market,4762.8,Medium,39690,34927.2,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100804,Bhushan Steel,"Ahmedabad, Gujarat",254.7,HIRE MARKET TRUCK,MARKET,Market,5437.56,Medium,45313,39875.44,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100805,AM/NS India,"Ahmedabad, Gujarat",40.8,HIRE MARKET TRUCK,MARKET,Market,5464.8,Medium,45540,40075.2,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100806,Lloyds Metals,"Jaipur, Rajasthan",76.9,HIRE MARKET TRUCK,MARKET,Market,4987.68,Medium,41564,36576.32,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100807,APL Apollo,"Jaipur, Rajasthan",25.6,HIRE MARKET TRUCK,MARKET,Market,8930.04,Medium,74417,65486.96,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100808,Shyam Steel,"Lucknow, Uttar Pradesh",30.5,HIRE MARKET TRUCK,MARKET,Market,7168.8,Medium,59740,52571.2,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100809,SRMB Steel,"Lucknow, Uttar Pradesh",15.1,HIRE MARKET TRUCK,MARKET,Market,9115.2,Medium,75960,66844.8,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100810,Tata Steel Ltd,"Coimbatore, Tamil Nadu",48.9,HIRE MARKET TRUCK,MARKET,Market,4163.4,Medium,34695,30531.6,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100811,JSW Steel,"Coimbatore, Tamil Nadu",75.0,HIRE MARKET TRUCK,MARKET,Market,8011.32,Medium,66761,58749.68,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100812,SAIL Bokaro,"Surat, Gujarat",10.6,HIRE MARKET TRUCK,MARKET,Market,6675.72,Medium,55631,48955.28,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100813,Hindalco Industries,"Surat, Gujarat",320.1,HIRE MARKET TRUCK,MARKET,Market,5137.44,Medium,42812,37674.56,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
